414,272,yellow,1.068508,1.101752,4.519582
410,268,yellow,1.015175,1.048419,4.519582
134,240,blue,-3.426204,0.867967,5.810891
396,268,yellow,0.828508,1.048419,4.519582
396,268,yellow,0.828508,1.048419,4.519582
414,272,yellow,1.068508,1.101752,4.519582
410,270,yellow,1.015175,1.075086,4.519582
138,240,blue,-3.357633,0.867967,5.810891
396,268,yellow,0.828508,1.048419,4.519582
414,272,yellow,1.068508,1.101752,4.519582
410,268,yellow,1.015175,1.048419,4.519582
136,238,blue,-3.391918,0.833682,5.810891
