58,232,blue,-5.517238,0.852629,6.779373
58,234,blue,-5.517238,0.892629,6.779373
148,248,blue,-2.787929,0.879471,5.084529
148,244,blue,-2.787929,0.819471,5.084529
148,248,blue,-2.787929,0.879471,5.084529
58,234,blue,-5.517238,0.892629,6.779373
54,234,blue,-5.597238,0.892629,6.779373
148,244,blue,-2.787929,0.819471,5.084529
144,246,blue,-2.847929,0.849471,5.084529
148,246,blue,-2.787929,0.849471,5.084529
56,232,blue,-5.557238,0.852629,6.779373
56,232,blue,-5.557238,0.852629,6.779373
146,244,blue,-2.817929,0.819471,5.084529
368,238,yellow,0.585225,0.833682,5.810891
146,246,blue,-2.817929,0.849471,5.084529
370,246,yellow,0.619510,0.970825,5.810891
