106,262,blue,-3.038159,0.968419,4.519582
90,262,blue,-3.251492,0.968419,4.519582
102,252,blue,-3.091492,0.835086,4.519582
94,254,blue,-3.198159,0.861752,4.519582
104,260,blue,-3.447929,1.059471,5.084529
90,262,blue,-3.251492,0.968419,4.519582
102,252,blue,-3.091492,0.835086,4.519582
100,250,blue,-3.118159,0.808419,4.519582
100,252,blue,-3.118159,0.835086,4.519582
88,262,blue,-3.278159,0.968419,4.519582
104,260,blue,-3.447929,1.059471,5.084529
100,250,blue,-3.118159,0.808419,4.519582
88,262,blue,-3.278159,0.968419,4.519582
94,252,blue,-3.198159,0.835086,4.519582
94,252,blue,-3.198159,0.835086,4.519582
98,252,blue,-3.144825,0.835086,4.519582
