246,228,blue,-2.108686,0.927154,8.135247
170,272,blue,-1.787584,0.901434,3.697839
170,266,blue,-1.787584,0.835979,3.697839
206,218,blue,-3.835857,0.858943,10.169059
170,272,blue,-1.787584,0.901434,3.697839
170,266,blue,-1.787584,0.835979,3.697839
246,228,blue,-2.108686,0.927154,8.135247
204,218,blue,-3.895857,0.858943,10.169059
168,272,blue,-1.809403,0.901434,3.697839
168,266,blue,-1.809403,0.835979,3.697839
246,226,blue,-2.108686,0.879154,8.135247
444,254,yellow,1.321657,0.775577,4.067624
444,256,yellow,1.321657,0.799577,4.067624
442,254,yellow,1.297657,0.775577,4.067624
