138,224,orange,-5.875857,1.038943,10.169059
246,228,orange,-2.108686,0.927154,8.135247
346,222,orange,0.485524,1.305257,13.558745
308,224,orange,-0.775857,1.038943,10.169059
346,222,orange,0.485524,1.305257,13.558745
246,228,orange,-2.108686,0.927154,8.135247
308,224,orange,-0.775857,1.038943,10.169059
138,224,orange,-5.875857,1.038943,10.169059
418,256,yellow,1.009657,0.799577,4.067624
246,226,orange,-2.108686,0.879154,8.135247
308,226,orange,-0.775857,1.098943,10.169059
418,262,yellow,1.009657,0.871577,4.067624
418,256,yellow,1.009657,0.799577,4.067624
418,252,yellow,1.009657,0.751577,4.067624
416,254,yellow,0.985657,0.775577,4.067624
