548,278,big orange,1.606036,0.664736,2.542265
442,242,big orange,1.441841,0.701752,4.519582
444,238,orange,1.468508,0.648419,4.519582
442,252,big orange,1.441841,0.835086,4.519582
444,242,big orange,1.468508,0.701752,4.519582
444,240,big orange,1.468508,0.675086,4.519582
548,278,big orange,1.606036,0.664736,2.542265
440,256,big orange,1.415175,0.888419,4.519582
442,240,big orange,1.622071,0.759471,5.084529
442,252,big orange,1.441841,0.835086,4.519582
444,238,orange,1.468508,0.648419,4.519582
444,240,big orange,1.468508,0.675086,4.519582
442,254,big orange,1.441841,0.861752,4.519582
216,242,big orange,-1.571492,0.701752,4.519582
440,254,big orange,1.415175,0.861752,4.519582
448,254,big orange,1.521841,0.861752,4.519582
