196,250,blue,-1.838159,0.808419,4.519582
196,254,blue,-1.838159,0.861752,4.519582
420,256,yellow,1.292071,0.999471,5.084529
416,262,yellow,1.232071,1.089471,5.084529
420,256,yellow,1.292071,0.999471,5.084529
194,250,blue,-2.097929,0.909471,5.084529
194,254,blue,-1.864825,0.861752,4.519582
176,226,blue,-3.788686,0.879154,8.135247
422,246,yellow,1.322071,0.849471,5.084529
420,256,yellow,1.292071,0.999471,5.084529
194,252,blue,-1.864825,0.835086,4.519582
194,252,blue,-1.864825,0.835086,4.519582
200,252,blue,-1.784825,0.835086,4.519582
420,256,yellow,1.292071,0.999471,5.084529
422,244,yellow,1.322071,0.819471,5.084529
196,252,blue,-1.838159,0.835086,4.519582
